,7203.T,7267.T,7201.T,7270.T,7269.T,7272.T,7211.T,7261.T,7240.T,7242.T,7259.T,6902.T,6113.T,7276.T,7282.T,5108.T,5101.T,7731.T,"('7203.T', '7203.T')","('7267.T', '7267.T')","('7201.T', '7201.T')","('7270.T', '7270.T')","('7269.T', '7269.T')","('7272.T', '7272.T')","('7211.T', '7211.T')","('7261.T', '7261.T')","('7240.T', '7240.T')","('7242.T', '7242.T')","('7259.T', '7259.T')","('6902.T', '6902.T')","('6113.T', '6113.T')","('7276.T', '7276.T')","('7282.T', '7282.T')","('5108.T', '5108.T')","('5101.T', '5101.T')","('7731.T', '7731.T')","('7203.T', '7203.T').1","('7267.T', '7267.T').1","('7201.T', '7201.T').1","('7270.T', '7270.T').1","('7269.T', '7269.T').1","('7272.T', '7272.T').1","('7211.T', '7211.T').1","('7261.T', '7261.T').1","('7240.T', '7240.T').1","('7242.T', '7242.T').1","('7259.T', '7259.T').1","('6902.T', '6902.T').1","('6113.T', '6113.T').1","('7276.T', '7276.T').1","('7282.T', '7282.T').1","('5108.T', '5108.T').1","('5101.T', '5101.T').1","('7731.T', '7731.T').1"
2024-02-15,3139.47119140625,1536.6751708984375,536.4249877929688,3020.1171875,1562.593994140625,1291.5126953125,408.8509826660156,1520.792236328125,1884.3072509765625,2197.103759765625,1603.2867431640625,2436.194091796875,1437.3328857421875,1816.5030517578125,2707.1962890625,3015.8095703125,3448.493896484375,1407.9853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-16,3169.176513671875,1563.9005126953125,543.3485107421875,3002.027099609375,1588.61767578125,1290.1090087890625,417.4925537109375,1533.19580078125,1919.0369873046875,2235.72900390625,1612.241943359375,2484.117431640625,1477.499755859375,1805.2640380859373,2733.86376953125,2966.02685546875,3646.172119140625,1386.080078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,3184.02880859375,1556.759521484375,550.27197265625,3037.302734375,1587.9078369140625,1275.1348876953125,422.4173889160156,1542.9417724609375,1860.7088623046875,2217.55224609375,1626.137939453125,2497.14501953125,1465.1759033203125,1838.0443115234373,2696.161865234375,2925.54931640625,3832.500244140625,1447.600830078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,3169.176513671875,1560.3302001953125,552.124755859375,3038.207275390625,1556.443115234375,1293.8524169921875,419.7226867675781,1534.5247802734375,1859.3731689453125,2233.45703125,1685.11865234375,2516.68701171875,1488.454345703125,1846.4737548828125,2718.69091796875,2931.13232421875,3785.208984375,1426.1617431640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21,3183.100341796875,1559.4373779296875,552.31982421875,3011.976806640625,1539.4095458984375,1290.1090087890625,419.0722351074219,1558.889404296875,1854.475341796875,2233.45703125,1695.617919921875,2491.56201171875,1480.238525390625,1820.7176513671875,2752.714599609375,2983.2412109375,3861.821044921875,1475.5648193359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22,3268.5029296875,1606.30078125,555.5377807617188,3023.735595703125,1570.8743896484375,1294.3203125,421.7669067382813,1611.6055908203125,1878.51904296875,2256.177734375,1701.7939453125,2557.166015625,1482.520751953125,1820.2493896484373,2755.933349609375,2985.102294921875,3858.983642578125,1456.4561767578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,3309.34765625,1593.3575439453125,559.1458129882812,3021.021728515625,1606.8341064453125,1285.8974609375,421.1165161132813,1596.1007080078125,1873.1759033203125,2303.891357421875,1720.32177734375,2558.56201171875,1493.4752197265625,1785.12744140625,2757.312744140625,2982.310791015625,3818.31298828125,1423.8314208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,3325.128662109375,1585.7701416015625,561.9736938476562,3038.207275390625,1568.035400390625,1278.4105224609375,422.6032104492188,1583.25390625,1888.760009765625,2344.788818359375,1757.377685546875,2563.68017578125,1503.060546875,1777.16650390625,2769.726806640625,2983.2412109375,3797.504638671875,1433.15283203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28,3313.989013671875,1583.53857421875,573.3828125,3065.34228515625,1554.5504150390625,1275.6029052734375,428.92181396484375,1572.6221923828125,1871.8402099609373,2322.068115234375,1766.3326416015625,2566.93701171875,1494.3880615234375,1790.7469482421875,2778.002685546875,2968.818359375,3773.859130859375,1399.130126953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,3361.331787109375,1590.6796875,574.1629028320312,3078.90966796875,1555.969970703125,1253.609619140625,429.107666015625,1557.5604248046875,1888.3145751953125,2335.70068359375,1743.7906494140625,2562.74951171875,1517.6666259765625,1774.3568115234375,2833.176513671875,2999.06005859375,3763.454833984375,1380.0213623046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,3416.100830078125,1611.6566162109375,579.2337036132812,3047.25244140625,1565.669677734375,1286.8333740234375,434.1253967285156,1561.9903564453125,1881.1905517578125,2349.333251953125,1760.1568603515625,2576.242431640625,1548.248046875,1780.4444580078125,2830.41796875,3001.8515625,3735.080078125,1435.01708984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,3399.3916015625,1609.425048828125,573.1878051757812,3016.49951171875,1566.8525390625,1271.3912353515625,436.7271728515625,1534.5247802734375,1838.4464111328125,2335.70068359375,1792.8897705078125,2559.957763671875,1547.791748046875,1784.1907958984375,2823.061279296875,2928.3408203125,3693.463623046875,1437.347412109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-05,3461.587158203125,1605.4083251953125,564.1190185546875,3028.2578125,1559.9918212890625,1274.6668701171875,435.5191955566406,1555.3455810546875,1829.9866943359373,2331.156494140625,1809.2559814453125,2606.95068359375,1548.70458984375,1793.5567626953125,2836.854736328125,2947.416259765625,3687.788330078125,1444.804443359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-06,3498.71875,1625.4925537109375,569.0921630859375,3088.85888671875,1559.0455322265625,1298.5318603515625,439.886474609375,1581.0390625,1825.5340576171875,2399.319091796875,1857.737548828125,2656.7353515625,1574.2652587890625,1822.12255859375,2952.7197265625,2958.1171875,3772.913330078125,1452.261474609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-07,3397.53515625,1564.346923828125,541.8858032226562,2945.044189453125,1513.62255859375,1260.1607666015625,423.0677795410156,1481.808837890625,1781.8992919921875,2312.979736328125,1797.2127685546875,2607.88134765625,1561.028564453125,1738.2984619140625,2873.6376953125,2908.33447265625,3716.163330078125,1463.9132080078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08,3351.120849609375,1575.5048828125,538.7653198242188,2850.976318359375,1481.921142578125,1246.1226806640625,420.6518859863281,1461.43115234375,1781.0087890625,2303.891357421875,1777.4495849609375,2586.01318359375,1556.464111328125,1750.473876953125,2858.924560546875,2900.890625,3650.901123046875,1463.447265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,3247.15234375,1539.79931640625,517.5072631835938,2775.903076171875,1449.74658203125,1243.315185546875,411.6385803222656,1398.96923828125,1773.4395751953125,2262.994140625,1680.486572265625,2503.19384765625,1520.8616943359375,1756.0933837890625,2750.875732421875,2863.204345703125,3616.8515625,1436.415283203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,3225.8017578125,1539.79931640625,528.331298828125,2812.9873046875,1458.5,1248.9302978515625,413.0323486328125,1407.8291015625,1789.0234375,2262.994140625,1685.736328125,2482.7216796875,1511.2764892578125,1777.16650390625,2764.20947265625,2856.2255859375,3630.093017578125,1457.8544921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
