,6758.T,6861.T,8035.T,6702.T,6723.T,6645.T,6503.T,6301.T,6367.T,6594.T,6920.T,6954.T,6971.T,6976.T,4063.T,6981.T,6770.T,6752.T,6753.T,6857.T,"('6758.T', '6758.T')","('6861.T', '6861.T')","('8035.T', '8035.T')","('6702.T', '6702.T')","('6723.T', '6723.T')","('6645.T', '6645.T')","('6503.T', '6503.T')","('6301.T', '6301.T')","('6367.T', '6367.T')","('6594.T', '6594.T')","('6920.T', '6920.T')","('6954.T', '6954.T')","('6971.T', '6971.T')","('6976.T', '6976.T')","('4063.T', '4063.T')","('6981.T', '6981.T')","('6770.T', '6770.T')","('6752.T', '6752.T')","('6753.T', '6753.T')","('6857.T', '6857.T')","('6758.T', '6758.T').1","('6861.T', '6861.T').1","('8035.T', '8035.T').1","('6702.T', '6702.T').1","('6723.T', '6723.T').1","('6645.T', '6645.T').1","('6503.T', '6503.T').1","('6301.T', '6301.T').1","('6367.T', '6367.T').1","('6594.T', '6594.T').1","('6920.T', '6920.T').1","('6954.T', '6954.T').1","('6971.T', '6971.T').1","('6976.T', '6976.T').1","('4063.T', '4063.T').1","('6981.T', '6981.T').1","('6770.T', '6770.T').1","('6752.T', '6752.T').1","('6753.T', '6753.T').1","('6857.T', '6857.T').1"
2022-06-02,2331.740966796875,49740.2734375,17697.67578125,1777.1201171875,1457.677978515625,6912.34423828125,1336.3724365234375,2822.844970703125,19912.388671875,4215.3740234375,17341.0546875,3942.365234375,1661.790283203125,5068.0966796875,3391.69189453125,2599.5966796875,1293.4627685546875,1074.3443603515625,1073.0,2172.695068359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,2375.5517578125,50003.54296875,18120.771484375,1830.7994384765625,1476.9339599609375,6952.2255859375,1344.6785888671875,2867.017822265625,19921.826171875,4222.13623046875,17441.76171875,3949.755859375,1691.5013427734375,5158.27587890625,3377.949462890625,2634.693359375,1299.6348876953125,1092.4384765625,1072.0,2216.391845703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,2351.212646484375,49993.7890625,18335.34765625,1803.247314453125,1467.305908203125,6917.90966796875,1335.44970703125,2875.512451171875,19874.638671875,4196.5361328125,17595.22265625,3999.6474609375,1683.8482666015625,5068.0966796875,3375.20166015625,2623.30224609375,1283.7637939453125,1085.2008056640625,1058.0,2228.530029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,2360.9482421875,50257.0703125,17948.509765625,1805.1473388671875,1418.2030029296875,6909.5625,1341.909912109375,2925.632568359375,20044.505859375,4178.1806640625,16928.626953125,3998.723876953125,1705.4564208984375,5221.40185546875,3359.626220703125,2662.708740234375,1311.096923828125,1095.605224609375,1070.0,2172.695068359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,2403.7861328125,50003.54296875,17770.205078125,1807.5225830078125,1428.7939453125,6946.66064453125,1375.5960693359375,2981.698974609375,20771.16796875,4308.11474609375,17264.32421875,4093.88818359375,1713.3343505859375,5212.38427734375,3399.93798828125,2707.656982421875,1334.9027099609375,1087.01025390625,1086.0,2133.853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,2393.07666015625,50325.328125,17380.349609375,1804.6722412109373,1397.984375,7084.8515625,1371.4429931640625,3008.03271484375,20785.326171875,4297.005859375,17499.306640625,4061.55029296875,1703.20556640625,5095.14990234375,3359.626220703125,2664.5556640625,1349.8919677734375,1056.702392578125,1024.0,2080.446533203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,2361.921630859375,49135.6953125,16821.25390625,1751.468017578125,1385.468017578125,6901.21533203125,1362.2137451171875,2946.869384765625,20351.216796875,4282.515625,16660.072265625,3939.593017578125,1685.1988525390625,4941.84521484375,3319.314208984375,2589.437744140625,1324.322509765625,1034.9896240234375,1026.0,1993.0533447265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,2245.09130859375,47195.234375,15935.765625,1673.086669921875,1319.034912109375,6494.98876953125,1337.29541015625,2877.2119140625,19412.216796875,4049.69580078125,16122.9599609375,3796.385498046875,1639.2818603515625,4743.44873046875,3159.89892578125,2523.862548828125,1302.27978515625,1011.919189453125,1020.0,1893.52197265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,2186.67626953125,46912.4453125,15627.5029296875,1645.059326171875,1311.332275390625,6441.19580078125,1323.9130859375,2855.974609375,19218.759765625,4022.646484375,16568.955078125,3770.515625,1625.5518798828125,4815.59375,3177.306884765625,2540.178955078125,1314.623779296875,1008.7528686523438,995.0,1898.377197265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,2164.283935546875,45098.75,15412.9326171875,1624.6328125,1290.15087890625,6213.04150390625,1297.14892578125,2805.005126953125,18765.775390625,3981.589111328125,16401.107421875,3703.0693359375,1619.69970703125,4653.2705078125,3169.9775390625,2478.298583984375,1284.645751953125,1000.1581420898438,1026.0,1876.5289306640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,2197.385498046875,45342.52734375,15289.025390625,1619.4071044921875,1290.15087890625,6242.72021484375,1314.684326171875,2827.94140625,18940.361328125,3960.819091796875,16209.2783203125,3720.6240234375,1637.2562255859375,4671.30615234375,3137.9111328125,2486.302978515625,1324.322509765625,1020.061767578125,1045.0,1840.1148681640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,2183.755615234375,44923.2265625,14518.3779296875,1544.35107421875,1215.052490234375,6184.2900390625,1293.91845703125,2696.271240234375,18652.529296875,3902.855712890625,14880.88671875,3798.233642578125,1615.423095703125,4481.92822265625,2982.160400390625,2421.343994140625,1305.806640625,1006.9435424804688,1061.0,1764.8597412109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,2146.75927734375,44932.9765625,13762.84375,1511.573486328125,1223.7176513671875,6115.658203125,1275.921875,2561.20263671875,18907.33203125,3832.333984375,14228.677734375,3780.678955078125,1606.1947021484375,4351.16796875,2791.595458984375,2377.935302734375,1239.6787109375,986.1351318359376,1048.0,1733.301025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,2232.434814453125,45976.3515625,14113.412109375,1567.15283203125,1274.74609375,6199.1298828125,1295.302978515625,2613.870849609375,19629.2734375,3864.2138671875,14722.630859375,3868.45166015625,1632.9796142578125,4459.3837890625,2837.40478515625,2422.88330078125,1276.7103271484375,1005.58642578125,1062.0,1774.570068359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,2213.9365234375,46210.375,13569.42578125,1571.9034423828125,1230.4573974609375,6204.69384765625,1287.9197998046875,2609.62353515625,19195.166015625,3797.55615234375,14530.8046875,3878.614013671875,1627.1273193359375,4301.5693359375,2776.02001953125,2363.465576171875,1267.893310546875,1002.4200439453124,1053.0,1733.301025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,2189.596923828125,45001.23828125,13581.513671875,1570.003173828125,1219.8665771484375,6202.83984375,1315.6070556640625,2523.824951171875,19449.970703125,3807.216552734375,14617.1259765625,3884.157958984375,1624.201171875,4292.55078125,2633.096435546875,2352.382568359375,1274.9468994140625,993.3727416992188,1041.0,1733.301025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,2190.570556640625,45098.75,14122.4775390625,1618.45703125,1263.1925048828125,6458.81787109375,1340.064208984375,2491.544677734375,20120.00390625,4053.077392578125,15528.298828125,3938.668701171875,1639.507080078125,4409.78466796875,2746.702880859375,2410.876708984375,1273.18359375,1003.7769775390624,1045.0,1793.99072265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,2240.22314453125,46181.125,14436.7802734375,1627.0078125,1275.7088623046875,6589.5888671875,1360.82958984375,2525.5244140625,20620.171875,4173.35107421875,16118.162109375,4098.5068359375,1660.664794921875,4477.419921875,2876.80029296875,2444.125732421875,1270.5384521484375,1010.5621948242188,1062.0,1861.9632568359373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,2258.721435546875,46161.6171875,14370.29296875,1627.9580078125,1281.485595703125,6563.62109375,1364.9825439453125,2619.817138671875,20832.51171875,4166.10546875,16276.419921875,4092.04052734375,1669.218017578125,4463.8935546875,2863.0576171875,2427.5009765625,1273.18359375,1017.347412109375,1049.0,1852.2529296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,2236.328857421875,45703.3203125,13962.3037109375,1651.23486328125,1235.271240234375,6473.6572265625,1352.5233154296875,2608.774169921875,20629.611328125,4084.956787109375,16127.1845703125,4067.093994140625,1649.185546875,4360.18603515625,2860.308837890625,2363.773681640625,1258.1944580078125,1008.3004760742188,1036.0,1830.404541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,2160.38916015625,45225.51953125,13388.0966796875,1611.806396484375,1187.1312255859375,6391.11328125,1339.1412353515625,2555.256103515625,20525.80078125,4047.763427734375,15549.494140625,3924.81005859375,1633.204833984375,4157.2822265625,2803.505859375,2276.9560546875,1214.109375,992.015869140625,1049.0,1762.43212890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,2104.89501953125,44474.68359375,12892.46484375,1604.6810302734375,1150.5450439453125,6246.43017578125,1335.9110107421875,2521.276611328125,20440.87109375,3941.01513671875,14947.732421875,3890.625,1580.53515625,3949.86865234375,2823.661865234375,2211.689453125,1167.3790283203125,977.087890625,1019.0,1713.8802490234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,2148.70654296875,45274.2734375,12816.912109375,1632.2332763671875,1155.35888671875,6309.4970703125,1355.292236328125,2551.8583984375,20785.326171875,4058.390380859375,15246.205078125,3922.962890625,1589.08837890625,3927.323486328125,2878.632568359375,2231.7001953125,1170.905517578125,996.0869750976562,1031.0,1716.307861328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,2162.3369140625,45644.8046875,12865.265625,1666.9112548828125,1166.91259765625,6409.6630859375,1352.061767578125,2558.654296875,20832.51171875,4145.33447265625,15612.076171875,3966.386474609375,1595.16552734375,3936.34228515625,2896.039794921875,2245.5537109375,1174.4326171875,994.2775268554688,1036.0,1723.590576171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,2108.789306640625,46775.93359375,12699.048828125,1655.985107421875,1137.06591796875,6425.42822265625,1322.990234375,2411.69287109375,20341.779296875,4183.0107421875,15953.875,3897.0927734375,1566.1300048828125,3967.90478515625,2887.7939453125,2271.1064453125,1141.8094482421875,989.301513671875,1038.0,1709.02490234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,2185.702392578125,48170.33984375,12940.8193359375,1711.0897216796875,1156.32177734375,6463.45556640625,1344.6785888671875,2469.458251953125,20912.7265625,4321.64013671875,16353.4453125,4043.072021484375,1570.4063720703125,4067.102294921875,2936.3515625,2317.902099609375,1151.508056640625,1011.4669799804688,1052.0,1735.7286376953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,2170.125244140625,48394.61328125,13161.4365234375,1699.6888427734375,1185.205810546875,6493.13427734375,1342.3714599609375,2494.09326171875,20799.482421875,4345.79150390625,16830.041015625,4047.692138671875,1559.6024169921875,4116.70068359375,2928.10595703125,2344.68603515625,1153.2716064453125,1017.7999877929688,1058.0,1767.2872314453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,2215.884033203125,49008.9296875,12980.1083984375,1723.9156494140625,1189.056884765625,6517.248046875,1355.7535400390625,2517.029052734375,20851.384765625,4401.33984375,16257.1630859375,4049.5400390625,1589.08837890625,4112.19140625,2963.837158203125,2351.458740234375,1160.3253173828125,1031.3707275390625,1072.0,1762.43212890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2182.78173828125,47536.5234375,12605.3603515625,1691.13818359375,1163.0614013671875,6264.05126953125,1334.5267333984375,2446.9462890625,20639.05078125,4264.15966796875,15838.3388671875,3865.679443359375,1582.110595703125,4003.9765625,2886.8779296875,2275.10888671875,1116.2398681640625,1006.9435424804688,1044.0,1721.1629638671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,2178.8876953125,48219.09375,12777.623046875,1677.3621826171875,1161.1357421875,6321.5537109375,1334.5267333984375,2450.34423828125,20690.953125,4240.974609375,15679.47265625,3894.3212890625,1595.16552734375,4026.52197265625,2925.357666015625,2298.506591796875,1126.8201904296875,1005.1339111328124,1051.0,1723.590576171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,2181.80810546875,49896.28125,13203.74609375,1681.1622314453125,1182.3172607421875,6431.921875,1332.21923828125,2454.592041015625,20492.7734375,4340.9609375,16521.9375,3889.70166015625,1609.3458251953125,4085.13818359375,2934.519287109375,2300.35400390625,1147.099609375,1012.3716430664062,1040.0,1752.7218017578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,2181.80810546875,50296.07421875,13007.3076171875,1698.73876953125,1169.8009033203125,6410.58935546875,1329.912109375,2446.521728515625,20723.982421875,4453.0234375,16512.310546875,3895.24462890625,1598.316650390625,4089.646728515625,2935.435546875,2307.126953125,1135.6375732421875,1007.8480834960938,1050.0,1730.873291015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,2232.434814453125,50871.390625,12995.2177734375,1682.1124267578125,1197.72216796875,6500.55322265625,1332.680908203125,2463.51171875,21096.75,4497.9443359375,16772.271484375,3966.386474609375,1603.04345703125,4134.73681640625,2979.411865234375,2312.66796875,1142.6910400390625,1016.8953857421876,1065.0,1752.7218017578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,2324.925537109375,52997.125,13629.8671875,1768.094482421875,1254.5272216796875,6809.39794921875,1364.5211181640625,2529.771728515625,21795.1015625,4653.96240234375,17648.435546875,4082.800048828125,1652.111572265625,4292.55078125,3089.353515625,2418.881103515625,1165.6153564453125,1038.6085205078125,1087.0,1835.259765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,2326.872802734375,53172.6484375,13496.89453125,1805.6226806640625,1270.894775390625,6904.9248046875,1364.5211181640625,2525.5244140625,22200.8984375,4561.22119140625,17720.642578125,4163.18115234375,1670.118408203125,4342.15087890625,3070.11376953125,2436.12158203125,1190.30322265625,1030.918212890625,1089.0,1815.8389892578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,2341.4765625,54752.3125,13678.22265625,1836.02490234375,1302.667236328125,6991.17919921875,1367.7513427734375,2533.59423828125,22469.859375,4493.1142578125,17792.857421875,4161.33349609375,1691.726318359375,4351.16796875,3050.874267578125,2453.0537109375,1207.937255859375,1029.10888671875,1087.0,1830.404541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,2279.1669921875,53435.91796875,13605.69140625,1803.247314453125,1285.3369140625,6871.537109375,1361.752685546875,2505.13671875,22092.37109375,4402.30517578125,17374.033203125,4032.9091796875,1676.195556640625,4315.0966796875,2958.340087890625,2418.572998046875,1194.7119140625,1020.9664306640624,1069.0,1818.2667236328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,2284.03466796875,52880.109375,13454.5830078125,1798.02197265625,1265.1180419921875,6745.40283203125,1371.9044189453125,2548.460205078125,22082.93359375,4333.23291015625,17412.544921875,4032.9091796875,1664.4912109375,4274.51513671875,2960.17236328125,2409.029296875,1210.5823974609375,1016.8953857421876,1072.0,1808.556396484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,2270.405029296875,52470.56640625,13871.638671875,1788.0460205078125,1322.885986328125,6675.8427734375,1372.365966796875,2559.50341796875,21950.814453125,4424.52490234375,18365.732421875,4036.6044921875,1668.5426025390625,4333.13134765625,2993.15478515625,2449.359619140625,1229.09814453125,1008.3004760742188,1057.0,1849.8253173828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,2273.3251953125,52587.58203125,13923.0166015625,1799.447021484375,1319.99755859375,6639.67138671875,1293.457275390625,2560.35302734375,21611.076171875,4425.49072265625,18457.19921875,4184.431640625,1668.767822265625,4260.98876953125,3118.67138671875,2450.283203125,1219.3995361328125,1013.7288208007812,1056.0,1830.404541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29,2277.219970703125,51124.9140625,13904.8837890625,1759.068603515625,1222.7548828125,6858.5517578125,1295.764404296875,2556.105712890625,21941.375,4442.8798828125,18616.06640625,4217.69287109375,1658.413818359375,4229.42626953125,3107.6767578125,2385.015869140625,1214.109375,989.7538452148438,1066.0,1905.6600341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,2204.20068359375,53406.671875,14083.1904296875,1642.6842041015625,1235.271240234375,7149.7734375,1287.4583740234375,2530.196533203125,22384.921875,4561.70458984375,18086.515625,4272.20458984375,1647.1597900390625,4265.4970703125,3196.546142578125,2398.561767578125,1051.8753662109375,1011.4669799804688,1060.0,1976.06005859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,2186.67626953125,52538.828125,13802.12890625,1617.982177734375,1209.2757568359375,6876.17333984375,1248.234619140625,2429.107421875,21705.451171875,4514.8505859375,17922.8359375,4179.81201171875,1656.38818359375,4184.3359375,3151.6533203125,2368.69921875,1039.5313720703125,995.1821899414062,1047.0,1956.6395263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,2230.48779296875,52811.85546875,13935.1044921875,1659.7855224609375,1243.9365234375,6983.75927734375,1284.689697265625,2432.505126953125,22564.2265625,4614.3544921875,18423.501953125,4150.24658203125,1667.192138671875,4238.44384765625,3147.98876953125,2385.93994140625,1054.5205078125,996.5394287109376,1051.0,1983.3428955078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,2235.35546875,53435.91796875,14367.2705078125,1653.6099853515625,1262.2296142578125,6971.70263671875,1275.46044921875,2375.1650390625,22559.509765625,4717.7216796875,18736.416015625,4186.279296875,1692.62646484375,4012.99462890625,3169.9775390625,2394.251953125,1073.9180908203125,998.8009643554688,1060.0,2048.8876953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,2275.272705078125,54528.046875,14766.1943359375,1683.0623779296875,1272.820556640625,6977.26708984375,1272.2303466796875,2404.897216796875,22658.599609375,4696.9521484375,18953.052734375,4233.39892578125,1684.523681640625,4076.1201171875,3162.6474609375,2410.26123046875,1081.8536376953125,1013.7288208007812,1062.0,2112.005126953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,2283.0615234375,54118.50390625,15020.0537109375,1686.8626708984375,1277.634521484375,6931.8212890625,1286.535400390625,2436.328369140625,22644.443359375,4717.7216796875,20748.70703125,4239.8671875,1681.5975341796875,4103.17431640625,3174.55810546875,2394.251953125,1093.3155517578125,1014.6334838867188,1022.0,2109.577880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,2226.59326171875,54147.75,13780.9755859375,1693.51318359375,1271.857666015625,6936.45849609375,1279.1522216796875,2414.24169921875,22767.125,4672.3173828125,20893.126953125,4230.62744140625,1678.2213134765625,4031.03076171875,3149.8212890625,2389.94189453125,1114.4765625,1001.0628051757812,1008.0,2044.032470703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10,2182.78173828125,53065.390625,13421.3408203125,1629.383056640625,1224.6805419921875,6939.24072265625,1284.689697265625,2423.58544921875,22658.599609375,4626.91259765625,20166.201171875,4267.58544921875,1666.2918701171875,3949.86865234375,3123.251708984375,2354.53759765625,1111.8314208984375,1007.8480834960938,1008.0,1971.205078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12,2230.48779296875,55444.6484375,14028.791015625,1629.8580322265625,1275.7088623046875,7206.3486328125,1302.2247314453125,2468.60888671875,23342.79296875,4800.31982421875,20488.7421875,4518.890625,1714.4598388671875,4076.1201171875,3192.8818359375,2428.732666015625,1144.45458984375,1020.9664306640624,1023.0,2048.8876953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,2255.801025390625,56049.2109375,14128.521484375,1615.1319580078125,1305.5556640625,7315.78955078125,1332.680908203125,2480.076416015625,23871.271484375,4793.55712890625,20618.72265625,4578.94482421875,1738.7689208984375,4143.7548828125,3246.936279296875,2441.047119140625,1142.6910400390625,1021.4189453125,1032.0,2051.3154296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,2259.6953125,55756.67578125,14031.8115234375,1612.7568359375,1283.4112548828125,7331.5556640625,1321.60595703125,2471.58154296875,23861.833984375,4771.337890625,20344.3203125,4573.40234375,1725.7138671875,4089.646728515625,3230.44482421875,2418.26513671875,1124.1751708984375,1025.0377197265625,1024.0,2048.8876953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-17,2328.8203125,55824.9375,13989.5029296875,1614.1820068359375,1295.9276123046875,7287.03759765625,1344.6785888671875,2476.678466796875,24343.12890625,4783.4130859375,20300.994140625,4532.74951171875,1738.543701171875,4116.70068359375,3233.193603515625,2430.580078125,1132.992431640625,1045.8460693359375,1051.0,2073.163818359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,2287.92919921875,55171.6171875,13877.6845703125,1608.4813232421875,1294.96484375,7216.55126953125,1327.1434326171875,2449.919921875,24140.232421875,4751.53369140625,20508.0,4448.67333984375,1745.7462158203125,4076.1201171875,3166.3125,2413.647216796875,1125.938720703125,1028.65673828125,1049.0,2031.89501953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-19,2336.6083984375,55600.6640625,14083.1904296875,1614.1820068359375,1325.7744140625,7258.2861328125,1326.2203369140625,2470.732421875,24107.201171875,4738.0087890625,19795.515625,4446.8251953125,1764.203125,4076.1201171875,3171.809814453125,2437.352783203125,1140.0460205078125,1034.5372314453125,1052.0,2039.177490234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,2322.978271484375,54869.328125,13805.1533203125,1615.1319580078125,1310.36962890625,7079.28759765625,1324.8360595703125,2457.565185546875,23720.279296875,4738.97509765625,19785.88671875,4360.90087890625,1750.02294921875,4040.048095703125,3137.9111328125,2419.188720703125,1129.4654541015625,1039.5130615234375,1034.0,2019.7567138671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,2246.064697265625,53231.1484375,13696.35546875,1610.381591796875,1277.634521484375,6932.74853515625,1305.91650390625,2430.38134765625,23276.732421875,4632.22607421875,19805.14453125,4292.5302734375,1723.9132080078125,3976.9228515625,3114.09033203125,2368.69921875,1099.4874267578125,1020.9664306640624,1014.0,2010.0465087890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,2214.91015625,52577.83203125,13397.1630859375,1579.0289306640625,1269.9320068359375,6942.0234375,1305.4552001953125,2438.02685546875,23125.73828125,4602.27880859375,19213.013671875,4261.1171875,1718.7362060546875,3967.90478515625,3094.8505859375,2351.1513671875,1110.06787109375,1019.6093139648438,1015.0,1997.9085693359373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,2218.804443359375,52841.10546875,13560.359375,1624.1575927734375,1280.5228271484375,6984.68603515625,1314.684326171875,2458.414794921875,23493.7890625,4492.1484375,19314.107421875,4265.73583984375,1720.311767578125,3972.41357421875,3096.68310546875,2355.769287109375,1116.2398681640625,1015.990478515625,1016.0,2002.7637939453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,2241.197021484375,52811.85546875,13862.572265625,1597.0804443359375,1289.18798828125,7067.22998046875,1316.5299072265625,2531.046142578125,23923.177734375,4477.1748046875,19458.529296875,4295.3017578125,1759.701416015625,3981.431640625,3110.42578125,2365.9287109375,1121.5301513671875,1019.6093139648438,1020.0,2029.467041015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,2199.33251953125,50803.1328125,13155.392578125,1544.826171875,1255.4901123046875,6700.88525390625,1285.15087890625,2483.8994140625,22800.158203125,4317.775390625,18360.91796875,4147.47509765625,1705.231201171875,3877.724853515625,3011.478515625,2299.12255859375,1098.605712890625,1004.2293701171876,1001.0,1944.5015869140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,2205.174072265625,51866.0,13372.9873046875,1589.954833984375,1273.7833251953125,6837.220703125,1297.6103515625,2512.357177734375,22984.181640625,4425.0078125,18774.9296875,4203.83447265625,1728.639892578125,3895.760498046875,3021.556396484375,2328.061279296875,1105.6593017578125,1014.18115234375,1002.0,1959.0670166015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,2168.177978515625,51524.70703125,13345.7861328125,1573.8033447265625,1274.74609375,6853.9150390625,1309.1466064453125,2488.996337890625,23106.86328125,4503.74072265625,18683.4609375,4164.10498046875,1750.6982421875,3922.814697265625,2989.490234375,2325.598388671875,1104.777587890625,1025.0377197265625,1003.0,1942.0740966796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,2141.890869140625,50442.34375,12898.5087890625,1534.85009765625,1244.8992919921875,6644.31005859375,1279.1522216796875,2450.34423828125,22729.376953125,4351.1044921875,18091.330078125,4141.931640625,1716.035400390625,3850.6708984375,2949.17822265625,2268.64404296875,1083.6168212890625,1019.156982421875,1002.0,1864.390869140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,2118.52490234375,50013.296875,12856.19921875,1524.8743896484375,1232.3829345703125,6627.615234375,1291.6112060546875,2441.85009765625,22804.876953125,4356.41748046875,17686.94921875,4130.84423828125,1717.1607666015625,3819.108154296875,2944.59716796875,2267.7197265625,1081.8536376953125,1014.18115234375,1004.0,1852.2529296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,2115.6044921875,50062.05078125,12865.265625,1544.826171875,1235.271240234375,6682.3349609375,1279.1522216796875,2447.796142578125,23021.927734375,4406.6533203125,17956.537109375,4138.23583984375,1715.8101806640625,3783.0361328125,2978.495849609375,2254.789794921875,1083.6168212890625,995.1821899414062,992.0,1849.8253173828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
